Judul Artikel,Link,Waktu_Scraping,Berita_Hoax
Perpanjangan Masa Jabatan Panglima TNI Mesti Merevisi UU,/read/NxGC58oM-perpanjangan-masa-jabatan-panglima-tni-mesti-merevisi-uu,2023-10-11,False
Perpanjangan Masa Jabatan Panglima TNI Dianggap Belum Perlu,/read/kqYCEMmv-perpanjangan-masa-jabatan-panglima-tni-dianggap-belum-perlu,2023-10-11,False
KPK: Bagi-Bagi Gocapan Zulhas Masuk Politik Uang,/read/bw6CYr7G-kpk-bagi-bagi-gocapan-zulhas-masuk-politik-uang,2023-10-11,False
"Polemik Komentar Holocaust, Presiden Palestina Dikecam",/read/N6GC8GRq-polemik-komentar-holocaust-presiden-palestina-dikecam,2023-10-11,False
"Kerja Sama Pemilu, Myanmar dan Rusia Makin Erat",/read/KvJCB2A7-kerja-sama-pemilu-myanmar-dan-rusia-makin-erat,2023-10-11,False
Tim Pemenangan Nasional Disebut Masih Punya PR,/read/KRXCaL2l-tim-pemenangan-nasional-disebut-masih-punya-pr,2023-10-11,False
KPK dan Bawaslu Didesak Periksa Ketum PAN Zulkifli Hasan Terkait Dugaan Politik Uang,/read/kELC1Zry-kpk-dan-bawaslu-didesak-periksa-ketum-pan-zulkifli-hasan-terkait-dugaan-politik-uang,2023-10-11,False
DPR Tepis Anggaran Pemilu Hanya Satu Putaran,/read/bw6CYrdA-dpr-tepis-anggaran-pemilu-hanya-satu-putaran,2023-10-11,False
"Ketua MK Bicara Pemimpin Muda, PDIP Ingatkan Kepatutan Hakim",/read/K5nC4d8a-ketua-mk-bicara-pemimpin-muda-pdip-ingatkan-kepatutan-hakim,2023-10-11,False
Kemendagri Diminta Transparan dalam Penunjukan Pj Kepala Daerah,/read/NG9C5DY7-kemendagri-diminta-transparan-dalam-penunjukan-pj-kepala-daerah,2023-10-11,False
Panglima Serahkan ke Presiden Soal Wacana Perpanjangan Masa Jabatan,/read/b2lCr08V-panglima-serahkan-ke-presiden-soal-wacana-perpanjangan-masa-jabatan,2023-10-11,False
PM Jepang Fumio Kishida Rombak Kabinet Jelang Pemilu,/read/KYVCJ51l-pm-jepang-fumio-kishida-rombak-kabinet-jelang-pemilu,2023-10-11,False
Bagi-bagi Gocapan Zulkifli Hasan Disebut Kebiasaan Sedekah,/read/NLMCOQgJ-bagi-bagi-gocapan-zulkifli-hasan-disebut-kebiasaan-sedekah,2023-10-11,False
Bacaleg NasDem Diharapkan Tenang Hadapi Dinamika Politik Jelang Pemilu,/play/NxGC5Z88-bacaleg-nasdem-diharapkan-tenang-hadapi-dinamika-politik-jelang-pemilu,2023-10-11,False
KPK Sentil Ketum PAN Terkait Bagi-Bagi Uang Rp50 Ribu,/read/bD2CZ2Vm-kpk-sentil-ketum-pan-terkait-bagi-bagi-uang-rp50-ribu,2023-10-11,False
Panglima TNI Ingatkan Prajurit Jaga Netralitas di Tahun Pemilu,/play/NG9C5lm8-panglima-tni-ingatkan-prajurit-jaga-netralitas-di-tahun-pemilu,2023-10-11,False
Wapres Pesan ke Parpol Selalu Bawa Kesejukan Jelang Pemilu,/read/b2lCrDa3-wapres-pesan-ke-parpol-selalu-bawa-kesejukan-jelang-pemilu,2023-10-11,False
PPP Yakin Bisa Raup Suara Milenial di Pemilu 2024,/play/KvJCB7Xn-ppp-yakin-bisa-raup-suara-milenial-di-pemilu-2024,2023-10-11,False
Rusia Sebut Partai Putin Menang dalam Pemilu di Wilayah Pendudukan,/read/N0BCrRZD-rusia-sebut-partai-putin-menang-dalam-pemilu-di-wilayah-pendudukan,2023-10-11,False
Jokowi Tegaskan Menteri Tak Perlu Mundur saat Nyapres,/read/kM6C0noY-jokowi-tegaskan-menteri-tak-perlu-mundur-saat-nyapres,2023-10-11,False
Polri Dorong Pemilu 2024 Adem Ayem,/read/b1oC81j9-polri-dorong-pemilu-2024-adem-ayem,2023-10-11,False
Gerindra Manut jika Pendaftaran Pilpres 2024 Dimajukan,/read/NOlCYXvV-gerindra-manut-jika-pendaftaran-pilpres-2024-dimajukan,2023-10-11,False
Pemilu 2024 Disebut Penuh Ketidakpastian,/read/NQAC251a-pemilu-2024-disebut-penuh-ketidakpastian,2023-10-11,False
Jokowi Diminta Tak Tunggu Momentum Politik untuk Berantas Korupsi,/read/KZmCv9no-jokowi-diminta-tak-tunggu-momentum-politik-untuk-berantas-korupsi,2023-10-11,False
Penundaan Dugaan Korupsi Peserta Pemilu Dinilai Dilematis,/read/NG9C5l09-penundaan-dugaan-korupsi-peserta-pemilu-dinilai-dilematis,2023-10-11,False
PPP Optimis Raih Target 50 Kursi DPR RI di Pemilu 2024,/play/NLMCOQpR-ppp-optimis-raih-target-50-kursi-dpr-ri-di-pemilu-2024,2023-10-11,False
KPU Harus Independen Revisi PKPU Keterwakilan Perempuan,/read/b7WCRP79-kpu-harus-independen-revisi-pkpu-keterwakilan-perempuan,2023-10-11,False
"Rusia Serang Kampung Halaman Presiden Ukraina, Satu Warga Tewas",/read/bJECnywP-rusia-serang-kampung-halaman-presiden-ukraina-satu-warga-tewas,2023-10-11,False
10 Ribu Pengendara Ditilang Selama 4 Hari Operasi Zebra,/read/kewCleZn-10-ribu-pengendara-ditilang-selama-4-hari-operasi-zebra,2023-10-11,False
Hasyim Bantah Majunya Pendaftaran Paslon Pilpres 2024 Didesain KPU,/read/kBVC2Jm6-hasyim-bantah-majunya-pendaftaran-paslon-pilpres-2024-didesain-kpu,2023-10-11,False
Bawaslu Sumatra Utara Petakan Potensi Kerawanan Pemilu 2024,/play/K5nC4zOw-bawaslu-sumatra-utara-petakan-potensi-kerawanan-pemilu-2024,2023-10-11,False
Pj Gubernur Sulsel Bahtiar Baharuddin Pastikan Pemilu 2024 Aman,/play/NG9C5lyQ-pj-gubernur-sulsel-bahtiar-baharuddin-pastikan-pemilu-2024-aman,2023-10-11,False
"India Mau Ganti Nama, Bharat Disebut Jadi Sebutan Resmi Baru",/read/kELC1m2q-india-mau-ganti-nama-bharat-disebut-jadi-sebutan-resmi-baru,2023-10-11,False
Bedah Editorial MI: Disharmoni Pengampu Pemilu,/play/bmRCmRXa-bedah-editorial-mi-disharmoni-pengampu-pemilu,2023-10-11,False
Pakar Sebut Gugatan Batas Usia Capres-Cawapres Rugikan Publik,/read/koGCVmgZ-pakar-sebut-gugatan-batas-usia-capres-cawapres-rugikan-publik,2023-10-11,False
Demokrat Kirim Sinyal Gabung Koalisi PDIP dan PPP,/read/kewClejo-demokrat-kirim-sinyal-gabung-koalisi-pdip-dan-ppp,2023-10-11,False
KPU Gelar Uji Publik Tiga Draf PKPU soal Pemilu 2024,/play/N0BCrRln-kpu-gelar-uji-publik-tiga-draf-pkpu-soal-pemilu-2024,2023-10-11,False
Rupiah Jeblok di Rabu Pagi,/read/bw6CYq5j-rupiah-jeblok-di-rabu-pagi,2023-10-11,False
Mendagri Ingatkan Pj Kepala Daerah Jaga Netralitas Jelang Pemilu 2024,/play/KZmCv985-mendagri-ingatkan-pj-kepala-daerah-jaga-netralitas-jelang-pemilu-2024,2023-10-11,False
Mendagri Minta Pemda Atensi Kenaikan Harga Beras,/read/b1oC81DO-mendagri-minta-pemda-atensi-kenaikan-harga-beras,2023-10-11,False
"Permudah Seleksi Sekolah Calon Jenderal, Polri Luncurkan Aplikasi Laporbang",/read/kewClezv-permudah-seleksi-sekolah-calon-jenderal-polri-luncurkan-aplikasi-laporbang,2023-10-11,False
Selawat Akbar untuk Pemilu Damai,/play/bw6CYqJr-selawat-akbar-untuk-pemilu-damai,2023-10-11,False
Mendagri Janji Beri Sanksi Pj Kepala Daerah Tak Netral di Pemilu,/read/K5nC4zxP-mendagri-janji-beri-sanksi-pj-kepala-daerah-tak-netral-di-pemilu,2023-10-11,False
Operasi Zebra 2023 Digelar Serentak hingga 17 September,/read/NnjC7GgG-operasi-zebra-2023-digelar-serentak-hingga-17-september,2023-10-11,False
"Tantangan Keamanan di 2024, Polri: Kondisi Global hingga Pemilu",/read/NLMCOQW2-tantangan-keamanan-di-2024-polri-kondisi-global-hingga-pemilu,2023-10-11,False
"Polri Minta Tambahan Dana Rp12,14 Triliun untuk 2024",/read/bVDCO93E-polri-minta-tambahan-dana-rp12-14-triliun-untuk-2024,2023-10-11,False
"Fitch Pertahankan Peringkat Indonesia, BI: Kepercayaan Internasional Terjaga",/read/KRXCaWVG-fitch-pertahankan-peringkat-indonesia-bi-kepercayaan-internasional-terjaga,2023-10-11,False
Bawaslu Tuntut Komisioner KPU Dihentikan Sementara,/read/KvJCB7l8-bawaslu-tuntut-komisioner-kpu-dihentikan-sementara,2023-10-11,False
KPU Kendari Berikan Kemudahan Penyandang Disabilitas untuk Memilih,/read/N6GC89wA-kpu-kendari-berikan-kemudahan-penyandang-disabilitas-untuk-memilih,2023-10-11,False
Gerakan Perubahan Diharapkan Mampu Genjot Pelibatan Publik dalam Politik,/read/bzGCgZO7-gerakan-perubahan-diharapkan-mampu-genjot-pelibatan-publik-dalam-politik,2023-10-11,False
Militer Gabon Buka Kembali Perbatasan Negara usai Kudeta,/read/NrWCZLwz-militer-gabon-buka-kembali-perbatasan-negara-usai-kudeta,2023-10-11,False
Puncak Hoaks Diprediksi Terjadi Jelang Pencoblosan,/read/bmRCm54P-puncak-hoaks-diprediksi-terjadi-jelang-pencoblosan,2023-10-11,False
"Biden Pantau Kerusakan Badai Idalia di Florida, DeSantis Tolak Bertemu",/read/NLMCOeg1-biden-pantau-kerusakan-badai-idalia-di-florida-desantis-tolak-bertemu,2023-10-11,False
Raja Maha Vajiralongkorn Setujui Kabinet Baru Thailand 3 Bulan Setelah Pemilu,/read/NnjC7AG0-raja-maha-vajiralongkorn-setujui-kabinet-baru-thailand-3-bulan-setelah-pemilu,2023-10-11,False
Mantan Wakil PM Tharman Shanmugaratnam Terpilih Jadi Presiden Singapura,/read/KYVCJ35d-mantan-wakil-pm-tharman-shanmugaratnam-terpilih-jadi-presiden-singapura,2023-10-11,False
"Dapat Diskon, Hukuman Penjara Mantan PM Thailand Berkurang Jadi 1 Tahun",/read/NxGC5ew7-dapat-diskon-hukuman-penjara-mantan-pm-thailand-berkurang-jadi-1-tahun,2023-10-11,False
Pemulihan Ekonomi Thailand Berlanjut Meski Ekspor Tertekan,/read/NLMCOedd-pemulihan-ekonomi-thailand-berlanjut-meski-ekspor-tertekan,2023-10-11,False
Anggota Bawaslu Kabupaten Puncak Diduga Terafiliasi OPM,/read/kELC1LAP-anggota-bawaslu-kabupaten-puncak-diduga-terafiliasi-opm,2023-10-11,False
Presiden Tunjuk Bey Machmudin Sebagai Pj Gubernur Jabar,/read/NP6CZ48P-presiden-tunjuk-bey-machmudin-sebagai-pj-gubernur-jabar,2023-10-11,False
Pemkot Bandar Lampung Gelar Kirab Sosialisasi Pemilu 2024,/play/ba4C0j7j-pemkot-bandar-lampung-gelar-kirab-sosialisasi-pemilu-2024,2023-10-11,False
"Dituduh Kriminalisasi Pilpres AS, Donald Trump Tegaskan Tidak Bersalah",/read/koGCVxnn-dituduh-kriminalisasi-pilpres-as-donald-trump-tegaskan-tidak-bersalah,2023-10-11,False
Gugatan Usia Minimal Capres-Cawapres Dinilai Gerbang Masuk,/read/bw6CYm34-gugatan-usia-minimal-capres-cawapres-dinilai-gerbang-masuk,2023-10-11,False
Kemerosotan Keterwakilan Perempuan di Pileg 2024 Disorot,/read/bD2CZvmW-kemerosotan-keterwakilan-perempuan-di-pileg-2024-disorot,2023-10-11,False
Pemenuhan Keterwakilan Perempuan oleh Parpol Dinilai Sekadar Formalitas,/read/b2lCr2Ro-pemenuhan-keterwakilan-perempuan-oleh-parpol-dinilai-sekadar-formalitas,2023-10-11,False
"Gabon Dilanda Kudeta, 708 WNI dalam Kondisi Aman",/read/kpLCrRV7-gabon-dilanda-kudeta-708-wni-dalam-kondisi-aman,2023-10-11,False
Bawaslu Rilis Negara Rawan Kecurangan Pemilu 2024,/play/kELC1L3Q-bawaslu-rilis-negara-rawan-kecurangan-pemilu-2024,2023-10-11,False
Wapres Ma'ruf Beberkan Alasan Wacana Memajukan Pilkada ke September 2024,/read/Ky6CB3wX-wapres-ma-ruf-beberkan-alasan-wacana-memajukan-pilkada-ke-september-2024,2023-10-11,False
"Pemilu 2024, PDIP Punya Keterwakilan Perempuan Paling Minim",/read/kqYCErQX-pemilu-2024-pdip-punya-keterwakilan-perempuan-paling-minim,2023-10-11,False
6 Parpol Gagal Penuhi Kuota Caleg,/read/kBVC25zg-6-parpol-gagal-penuhi-kuota-caleg,2023-10-11,False
NasDem Nilai Pertemuan Puan Maharani dengan Surya Paloh Jadi Kejutan,/read/NA0CXPoA-nasdem-nilai-pertemuan-puan-maharani-dengan-surya-paloh-jadi-kejutan,2023-10-11,False
Data Caleg Sementara KPU Diibaratkan Kucing dalam Karung,/read/K5nC43ZY-data-caleg-sementara-kpu-diibaratkan-kucing-dalam-karung,2023-10-11,False
Eks PM Thailand Rencanakan Minta Pengampunan Kerajaan,/read/NLMCOe1j-eks-pm-thailand-rencanakan-minta-pengampunan-kerajaan,2023-10-11,False
Rencana Pertemuan Puan Maharani dan Surya Paloh Ditelaah,/read/NLMCOena-rencana-pertemuan-puan-maharani-dan-surya-paloh-ditelaah,2023-10-11,False
AS Desak Militer Gabon untuk Mempertahankan Kekuasaan Sipil,/read/koGCVxlo-as-desak-militer-gabon-untuk-mempertahankan-kekuasaan-sipil,2023-10-11,False
KPK: Caleg Eks Napi Korupsi Tak Bisa Maju Sebelum Pidana Tambahannya Kelar,/read/kM6C0MGl-kpk-caleg-eks-napi-korupsi-tak-bisa-maju-sebelum-pidana-tambahannya-kelar,2023-10-11,False
Sandiaga Uno Bakal Roadshow ke Parpol Peserta Pemilu 2024,/play/KvJCBzPY-sandiaga-uno-bakal-roadshow-ke-parpol-peserta-pemilu-2024,2023-10-11,False
Pesta Rakyat KBRI Bandar Seri Begawan Obati Kerinduan WNI di Brunei,/read/kpLCrR1O-pesta-rakyat-kbri-bandar-seri-begawan-obati-kerinduan-wni-di-brunei,2023-10-11,False
"Kudeta Militer di Gabon, Presiden Ali Bongo Menjadi Tahanan Rumah",/read/bw6CYmwz-kudeta-militer-di-gabon-presiden-ali-bongo-menjadi-tahanan-rumah,2023-10-11,False
Ini Daftar 9 Polda yang Akan Dibentuk Direktorat Siber,/read/NA0CXPay-ini-daftar-9-polda-yang-akan-dibentuk-direktorat-siber,2023-10-11,False
Kemendagri Tekankan ASN Harus Netral dalam Pemilu,/read/kM6C0Mev-kemendagri-tekankan-asn-harus-netral-dalam-pemilu,2023-10-11,False
Alasan Polri Belum Periksa Denny Indrayana,/read/bzGCgQwY-alasan-polri-belum-periksa-denny-indrayana,2023-10-11,False
"Tak Ada Tanggapan, Daftar Caleg Yogyakarta Segera Ditetapkan",/read/b3JCy1G6-tak-ada-tanggapan-daftar-caleg-yogyakarta-segera-ditetapkan,2023-10-11,False
Polisi Didorong Rampungkan Perkara Denny Indrayana,/read/N0BCrLMA-polisi-didorong-rampungkan-perkara-denny-indrayana,2023-10-11,False
Tentara Gabon Umumkan Pembatalan Hasil Pemilu dan Pembubaran Institusi,/read/k8oCLpgB-tentara-gabon-umumkan-pembatalan-hasil-pemilu-dan-pembubaran-institusi,2023-10-11,False
IHSG Berpeluang Bervariasi di 6.920-7.000,/read/K5nC43Oz-ihsg-berpeluang-bervariasi-di-6-920-7-000,2023-10-11,False
Wapres Harap Istilah Cebong dan Kampret Tidak Terulang di Pemilu 2024,/read/bJECn8EG-wapres-harap-istilah-cebong-dan-kampret-tidak-terulang-di-pemilu-2024,2023-10-11,False
Usia Anggota Polisi yang Kawal Pemilu 2024 Dibatasi,/read/bzGCgQaJ-usia-anggota-polisi-yang-kawal-pemilu-2024-dibatasi,2023-10-11,False
Swasembada Pangan Harus Jadi Prioritas,/read/NLMCOeqD-swasembada-pangan-harus-jadi-prioritas,2023-10-11,False
Jokowi Minta Urusan Politik Tidak Mengganggu Stabilitas Ekonomi,/read/KvJCBzod-jokowi-minta-urusan-politik-tidak-mengganggu-stabilitas-ekonomi,2023-10-11,False
Antusiasme WNI pada Layanan Warung Konsuler KJRI Sydney di Brisbane,/read/koGCVxz9-antusiasme-wni-pada-layanan-warung-konsuler-kjri-sydney-di-brisbane,2023-10-11,False
Bawaslu Cek Kesesuaian Data Caleg Mantan Napi Koruptor,/read/kBVC25gQ-bawaslu-cek-kesesuaian-data-caleg-mantan-napi-koruptor,2023-10-11,False
Presiden Tak Ingin Stabilitas Ekonomi Terganggu Urusan Politik,/read/KZmCvAJd-presiden-tak-ingin-stabilitas-ekonomi-terganggu-urusan-politik,2023-10-11,False
"Jokowi: Urusan 2024 Ojo Kesusu, Kerja Dulu!",/read/N9nC6p19-jokowi-urusan-2024-ojo-kesusu-kerja-dulu,2023-10-11,False
KPK: Politik Uang Bikin Pemenang Berupaya Kembalikan Modal,/read/bzGCgQ2X-kpk-politik-uang-bikin-pemenang-berupaya-kembalikan-modal,2023-10-11,False
KPU Dinilai Tak Transparan Soal Informasi Bacaleg,/read/NLMCOe89-kpu-dinilai-tak-transparan-soal-informasi-bacaleg,2023-10-11,False
Polri Gandeng Dewan Pers Cegah Bersitegang dengan Media saat Pemilu 2024,/read/b2lCr2V1-polri-gandeng-dewan-pers-cegah-bersitegang-dengan-media-saat-pemilu-2024,2023-10-11,False
"Revisi UU ASN Bakal Tunda Penghapusan 2,3 Juta Honorer",/read/NP6CZ4pR-revisi-uu-asn-bakal-tunda-penghapusan-2-3-juta-honorer,2023-10-11,False
Revisi UU ASN Bakal Tunda Peniadaan Honorer,/read/koGCVxRe-revisi-uu-asn-bakal-tunda-peniadaan-honorer,2023-10-11,False
Pendiri Foxconn Calonkan Diri Jadi Presiden Taiwan,/read/bw6CYm5w-pendiri-foxconn-calonkan-diri-jadi-presiden-taiwan,2023-10-11,False
"Jelang Pemilu, Aktivitas Media Sosial ASN Disdikpora Kota Yogyakarta Diawasi",/read/NG9C5VaR-jelang-pemilu-aktivitas-media-sosial-asn-disdikpora-kota-yogyakarta-diawasi,2023-10-11,False
"Efisiensi Anggaran Pilkada 2024, KPU Gunungkidul Atur Ulang Jumlah TPS",/read/b3JCy1ox-efisiensi-anggaran-pilkada-2024-kpu-gunungkidul-atur-ulang-jumlah-tps,2023-10-11,False
Sandiaga Yakin Gagasan Ekonomi Hijau Berkontribusi terhadap Koalisi,/read/NP6CZ4r8-sandiaga-yakin-gagasan-ekonomi-hijau-berkontribusi-terhadap-koalisi,2023-10-11,False
PPP Masih Buka Komunikasi dengan Partai Lain,/read/KvJCBz5w-ppp-masih-buka-komunikasi-dengan-partai-lain,2023-10-11,False
"PPP Ingin Penguatan Ekonomi Hijau, Singgung Polusi Jakarta",/read/bzGCgQ0e-ppp-ingin-penguatan-ekonomi-hijau-singgung-polusi-jakarta,2023-10-11,False
Presiden Zimbabwe Emmerson Mnangagwa Kembali Menang dalam Pemilu Kontroversial,/read/K5nC43x6-presiden-zimbabwe-emmerson-mnangagwa-kembali-menang-dalam-pemilu-kontroversial,2023-10-11,False
Penundaan Pemeriksaan Calon di Pemilu oleh Kejaksaan Dinilai Tidak Tepat,/read/KYVCJ3jr-penundaan-pemeriksaan-calon-di-pemilu-oleh-kejaksaan-dinilai-tidak-tepat,2023-10-11,False
Kontestan Pemilu 2024 Dilarang Lakukan Kejahatan Politik,/read/koGCVxYj-kontestan-pemilu-2024-dilarang-lakukan-kejahatan-politik,2023-10-11,False
Mahfud MD Bahas soal Pemilu saat Dialog dengan WNI di Turki,/play/NP6CZ4g0-mahfud-md-bahas-soal-pemilu-saat-dialog-dengan-wni-di-turki,2023-10-11,False
"Soroti Tagline KPU Melayani, Perludem: Harusnya Dimaknai dengan Memberikan Informasi Utuh",/read/kM6C0MyQ-soroti-tagline-kpu-melayani-perludem-harusnya-dimaknai-dengan-memberikan-informasi-utuh,2023-10-11,False
"Cegah Perpecahan, Wapres Imbau Kampus Undang Seluruh Capres saat Adu Gagasan",/read/NxGC5eRV-cegah-perpecahan-wapres-imbau-kampus-undang-seluruh-capres-saat-adu-gagasan,2023-10-11,False
Kampus Muhammadiyah Tertutup untuk Kampanye Pemilu,/read/bw6CYmaE-kampus-muhammadiyah-tertutup-untuk-kampanye-pemilu,2023-10-11,False
KPK Gencarkan Sikap Antikorupsi Jelang Pemilu 2024,/play/b7WCReDX-kpk-gencarkan-sikap-antikorupsi-jelang-pemilu-2024,2023-10-11,False
Waketum Gerindra: Gugatan Batas Usia Capres Cawapres Agak Aneh,/read/bD2CZvLA-waketum-gerindra-gugatan-batas-usia-capres-cawapres-agak-aneh,2023-10-11,False
ICW Temukan 12 Caleg Eks Koruptor,/read/NxGC5e6l-icw-temukan-12-caleg-eks-koruptor,2023-10-11,False
Front Pemuda Muslim Maluku Siap Sukseskan Pemilu,/play/bJECn30E-front-pemuda-muslim-maluku-siap-sukseskan-pemilu,2023-10-11,False
Bawaslu Kabupaten Malang Ajukan Anggaran Pilkada Rp43 Miliar,/read/bzGCg686-bawaslu-kabupaten-malang-ajukan-anggaran-pilkada-rp43-miliar,2023-10-11,False
Presiden Jokowi Bakal Evaluasi KPK,/read/bD2CZV4X-presiden-jokowi-bakal-evaluasi-kpk,2023-10-11,False
"Megawati Ingin KPK Dibubarkan, Presiden: Lembaga dan Sistemnya Sudah Bagus",/read/Ky6CBDan-megawati-ingin-kpk-dibubarkan-presiden-lembaga-dan-sistemnya-sudah-bagus,2023-10-11,False
"Trump datang ke Penjara, Foto Kemudian Bayar Jaminan dan Bebas",/read/NG9C5mDZ-trump-datang-ke-penjara-foto-kemudian-bayar-jaminan-dan-bebas,2023-10-11,False
"Serahkan Diri ke Penjara, Trump Hanya Dikurung 20 Menit",/read/k8oCLMye-serahkan-diri-ke-penjara-trump-hanya-dikurung-20-menit,2023-10-11,False
KPK Sulit Pantau Patgulipat Jelang Pemilu,/read/KYVCJLO8-kpk-sulit-pantau-patgulipat-jelang-pemilu,2023-10-11,False
"Menumpang Kereta, Wapres Kunker ke Cirebon",/read/bw6CYnqM-menumpang-kereta-wapres-kunker-ke-cirebon,2023-10-11,False
Gugatan Syarat Usia Capres-Cawapres Melecehkan Konsep Negara Hukum,/read/bVDCOpWx-gugatan-syarat-usia-capres-cawapres-melecehkan-konsep-negara-hukum,2023-10-11,False
Budiman Sudjatmiko Soal Pemecatan: Gak Ada Komentar,/read/NnjC7OAy-budiman-sudjatmiko-soal-pemecatan-gak-ada-komentar,2023-10-11,False
Sebaran Wilayah Rawan Konflik Pemilu 2024 Masih dalam Proses Pemetaan,/read/bmRCma5o-sebaran-wilayah-rawan-konflik-pemilu-2024-masih-dalam-proses-pemetaan,2023-10-11,False
Firli Ambil Sikap Berbeda dengan Burhanuddin Terkait Proses Hukum Calon Kontestan Pemilu,/read/NrWCZ12G-firli-ambil-sikap-berbeda-dengan-burhanuddin-terkait-proses-hukum-calon-kontestan-pemilu,2023-10-11,False
"Kampanye Pemilu Masuk Kampus, Angin Segar atau Pengar?",/play/KRXCa8AR-kampanye-pemilu-masuk-kampus-angin-segar-atau-pengar,2023-10-11,False
"Stadion Gelora Delta Mencekam, Ternyata Simulasi Pengamanan Pemilu 2024",/play/KRXCa88R-stadion-gelora-delta-mencekam-ternyata-simulasi-pengamanan-pemilu-2024,2023-10-11,False
Trump Akan Ditangkap dalam Kasus Pemerasan Terkait Pemilu AS,/read/bD2CZVVp-trump-akan-ditangkap-dalam-kasus-pemerasan-terkait-pemilu-as,2023-10-11,False
Tri Adhianto Diusulkan Lengser dari Kursi Wali Kota Bekasi,/read/NLMCOXXw-tri-adhianto-diusulkan-lengser-dari-kursi-wali-kota-bekasi,2023-10-11,False
Kerawanan Pemilu di Sleman Diantisipasi Sesuai IKP Bawaslu,/read/NG9C5m1m-kerawanan-pemilu-di-sleman-diantisipasi-sesuai-ikp-bawaslu,2023-10-11,False
7 Kabupaten di Sumsel Berpotensi Konflik Saat Pilkada 2024,/read/kM6C0X6P-7-kabupaten-di-sumsel-berpotensi-konflik-saat-pilkada-2024,2023-10-11,False
Kabupaten Malang Rawan Pelanggaran Pemilu,/read/b7WCRWQv-kabupaten-malang-rawan-pelanggaran-pemilu,2023-10-11,False
Bawaslu Antisipasi Surat Suara Sudah Tercoblos,/read/NrWCZ16E-bawaslu-antisipasi-surat-suara-sudah-tercoblos,2023-10-11,False
Kabupaten Sleman Tertinggi Kerawanan Pemilu di Yogyakarta,/read/K5nC4Vor-kabupaten-sleman-tertinggi-kerawanan-pemilu-di-yogyakarta,2023-10-11,False
Indeks Kerawanan Pemilu Kota Bekasi Tinggi,/read/bzGCg6qO-indeks-kerawanan-pemilu-kota-bekasi-tinggi,2023-10-11,False
"Sosok Yevgeny Prigozhin, Pendiri Wagner yang Diduga Tewas dalam Kecelakaan Pesawat",/read/N0BCrPmp-sosok-yevgeny-prigozhin-pendiri-wagner-yang-diduga-tewas-dalam-kecelakaan-pesawat,2023-10-11,False
"Jabatannya Tambah Setahun, Pimpinan KPK Prioritaskan Pengawalan Pemilu 2024",/read/bD2CZVm4-jabatannya-tambah-setahun-pimpinan-kpk-prioritaskan-pengawalan-pemilu-2024,2023-10-11,False
Novel Baswedan: Pemerintah dan DPR Telah Menghancurkan KPK,/read/K5nC4VBr-novel-baswedan-pemerintah-dan-dpr-telah-menghancurkan-kpk,2023-10-11,False
Firli: Korupsi Berdampak Buruk Bagi Ibu dan Anak,/read/bJECn3G4-firli-korupsi-berdampak-buruk-bagi-ibu-dan-anak,2023-10-11,False
KPK Lelang 2 Mobil Eks Bupati Nganjuk,/read/KdZCV3xO-kpk-lelang-2-mobil-eks-bupati-nganjuk,2023-10-11,False
Rumah yang Terlupakan,/read/NP6CZDWy-rumah-yang-terlupakan,2023-10-11,False
Semarak Indonesia Day di Tampere Finlandia,/read/ba4C0EJD-semarak-indonesia-day-di-tampere-finlandia,2023-10-11,False
Pemkab Gunungkidul Belum Bisa Memenuhi Anggaran Pilkada 2024,/read/N0BCrPZl-pemkab-gunungkidul-belum-bisa-memenuhi-anggaran-pilkada-2024,2023-10-11,False
"Kampanye di Kampus Diizinkan, Begini Respons Bawaslu",/read/N6GC8orq-kampanye-di-kampus-diizinkan-begini-respons-bawaslu,2023-10-11,False
"Gelar Kopdarnas, PSI Dinilai Masih Galau Jelang Pemilu 2024",/play/kWDCORQ0-gelar-kopdarnas-psi-dinilai-masih-galau-jelang-pemilu-2024,2023-10-11,False
Wilayah Paling Rawan Pelanggaran Pemilu di Kota Tangerang Ada di Ciledug,/read/bzGCg6YV-wilayah-paling-rawan-pelanggaran-pemilu-di-kota-tangerang-ada-di-ciledug,2023-10-11,False
Beda Sikap KPK dan Kejagung Usut Korupsi Jelang Pemilu,/play/kpLCrPjZ-beda-sikap-kpk-dan-kejagung-usut-korupsi-jelang-pemilu,2023-10-11,False
KPK Pastikan Tetap Proses Kasus Peserta Pemilu 2024,/play/kM6C0XGM-kpk-pastikan-tetap-proses-kasus-peserta-pemilu-2024,2023-10-11,False
Firli Tegaskan Kasus Korupsi Tak Disetop Jelang Pemilu 2024,/read/kqYCEe9a-firli-tegaskan-kasus-korupsi-tak-disetop-jelang-pemilu-2024,2023-10-11,False
Arsul Sani Digeser ke Komisi II DPR,/read/kqYCEe5a-arsul-sani-digeser-ke-komisi-ii-dpr,2023-10-11,False
KPK Tetap Proses Hukum Peserta Pemilu,/read/k8oCLM0X-kpk-tetap-proses-hukum-peserta-pemilu,2023-10-11,False
Putra Presiden Terpilih Pertama Guatemala Menang Pemilu,/read/KYVCJLq6-putra-presiden-terpilih-pertama-guatemala-menang-pemilu,2023-10-11,False
